item_id,item_name,tier,option_label,description,source_vendor,est_cost,qty,priority,is_selected,purchase_status,notes
BUD-001-GRT-04,Media Console (80in),value,Option 1,IKEA BESTA configured,ikea,220,1,med,TRUE,pending,
BUD-001-GRT-04,Media Console (80in),value,Option 2,IKEA TV benches,ikea,275,1,med,FALSE,pending,$150-$400 range
BUD-001-GRT-04,Media Console (80in),premium,Option 1,West Elm/CB2 console,west_elm,700,1,med,FALSE,pending,$500-$900 range
BUD-001-GRT-05,Circular Coffee Table,budget,Option 1,Marketplace round,fb_marketplace,95,1,med,FALSE,sourcing,$60-$130 range
BUD-001-GRT-05,Circular Coffee Table,budget,Option 2,Target entry round,target,115,1,med,FALSE,pending,$80-$150 range
BUD-001-GRT-05,Circular Coffee Table,value,Option 1,Target Castalia Round,target,150,1,med,TRUE,pending,
BUD-001-GRT-05,Circular Coffee Table,value,Option 2,Hearth & Hand,target,150,1,med,FALSE,pending,
BUD-001-GRT-05,Circular Coffee Table,premium,Option 1,CB2 stone/oak round,cb2,475,1,med,FALSE,pending,$300-$650 range
BUD-001-GRT-06,Swivel Accent Chairs,budget,Option 1,Marketplace pair,fb_marketplace,250,2,med,FALSE,sourcing,$150-$350 pair
BUD-001-GRT-06,Swivel Accent Chairs,budget,Option 2,Wayfair value pair,wayfair,350,2,med,FALSE,pending,$250-$450 pair
BUD-001-GRT-06,Swivel Accent Chairs,value,Option 1,Wayfair Barrel pair,wayfair,350,2,med,TRUE,pending,
BUD-001-GRT-06,Swivel Accent Chairs,value,Option 2,Brayden Studio pair,wayfair,400,2,med,FALSE,pending,$300-$500 pair
BUD-001-GRT-06,Swivel Accent Chairs,premium,Option 1,Designer pair (C&B),crate_and_barrel,950,2,med,FALSE,pending,$700-$1200 pair
BUD-001-GRT-07,Arched Floor Lamp,budget,Option 1,Threshold knurled,target,70,1,med,FALSE,pending,
BUD-001-GRT-07,Arched Floor Lamp,budget,Option 2,Target basic arc,target,75,1,med,FALSE,pending,$60-$90 range
BUD-001-GRT-07,Arched Floor Lamp,value,Option 1,360 Lighting Cora,target,125,1,med,TRUE,pending,$90-$160 range
BUD-001-GRT-07,Arched Floor Lamp,premium,Option 1,West Elm designer,west_elm,265,1,med,FALSE,pending,$180-$350 range
BUD-001-GRT-08,Smart Soundbar,budget,Option 1,Samsung entry,best_buy,170,1,med,FALSE,pending,
BUD-001-GRT-08,Smart Soundbar,budget,Option 2,Budget bar lane,best_buy,170,1,med,FALSE,pending,$120-$220 range
BUD-001-GRT-08,Smart Soundbar,value,Option 1,Bose TV Speaker,best_buy,250,1,med,TRUE,pending,
BUD-001-GRT-08,Smart Soundbar,value,Option 2,Mid-tier LG/Samsung,best_buy,285,1,med,FALSE,pending,$220-$350 range
BUD-001-GRT-08,Smart Soundbar,premium,Option 1,Sonos/Bose Premium,best_buy,525,1,med,FALSE,pending,$350-$700 range
BUD-001-GRT-09,Decorative Pillows + Throw,budget,Option 1,Target set,target,60,1,med,FALSE,pending,$40-$80 range
BUD-001-GRT-09,Decorative Pillows + Throw,budget,Option 2,Chunky knit bundle,target,60,1,med,FALSE,pending,
BUD-001-GRT-09,Decorative Pillows + Throw,value,Option 1,Studio McGee textiles,target,115,1,med,TRUE,pending,$80-$150 range
BUD-001-GRT-09,Decorative Pillows + Throw,value,Option 2,Bundle + accent,target,110,1,med,FALSE,pending,$80-$140 range
BUD-001-GRT-09,Decorative Pillows + Throw,premium,Option 1,West Elm layer,west_elm,210,1,med,FALSE,pending,$140-$280 range
BUD-001-GRT-10,Wall Art Package,budget,Option 1,Threshold set,target,100,1,med,FALSE,pending,
BUD-001-GRT-10,Wall Art Package,budget,Option 2,Value 2-3 piece,target,75,1,med,FALSE,pending,$40-$110 range
BUD-001-GRT-10,Wall Art Package,value,Option 1,Local Austin mix,etsy,140,1,med,TRUE,pending,$100-$180 range
BUD-001-GRT-10,Wall Art Package,premium,Option 1,Custom framed,local,340,1,med,FALSE,pending,$180-$500 range
BUD-001-GRT-11,Bookshelf / Display,budget,Option 1,Used bookshelf,fb_marketplace,100,1,low,FALSE,sourcing,$50-$150 range
BUD-001-GRT-11,Bookshelf / Display,value,Option 1,IKEA display cabinet,ikea,120,1,low,TRUE,pending,
BUD-001-GRT-11,Bookshelf / Display,value,Option 2,IKEA storage cabinet,ikea,230,1,low,FALSE,pending,$140-$320 range
BUD-001-GRT-11,Bookshelf / Display,premium,Option 1,West Elm display,west_elm,475,1,low,FALSE,pending,$300-$650 range
BUD-001-GRT-12,Indoor Plants (Large),budget,Option 1,Small faux plant,target,25,1,low,FALSE,pending,$15-$35 range
BUD-001-GRT-12,Indoor Plants (Large),value,Option 1,Mid-size faux olive,target,40,1,low,TRUE,pending,
BUD-001-GRT-12,Indoor Plants (Large),value,Option 2,IKEA Artificial,ikea,50,1,low,FALSE,pending,
BUD-001-GRT-12,Indoor Plants (Large),premium,Option 1,7-8 ft faux tree,west_elm,200,1,low,FALSE,pending,$120-$280 range
BUD-001-GRT-13,Indoor Plants (Small),budget,Option 1,Small faux plant,target,25,1,low,FALSE,pending,$15-$35 range
BUD-001-GRT-13,Indoor Plants (Small),value,Option 1,Mid-size faux olive,target,40,1,low,TRUE,pending,
BUD-001-GRT-13,Indoor Plants (Small),value,Option 2,IKEA Artificial,ikea,50,1,low,FALSE,pending,
BUD-001-GRT-13,Indoor Plants (Small),premium,Option 1,7-8 ft faux tree,west_elm,200,1,low,FALSE,pending,$120-$280 range
